stand,plot,tag,species,status,dbh17
BP54,BP54#1,3256,POGR,C,14
BP54,BP54#1,3275,POGR,C,14.1
BP54,BP54#1,3247,POGR,C,14.2
BP54,BP54#1,3248,POGR,C,14.2
BP54,BP54#1,3264,PIST,O,16
BP54,BP54#1,2012,POGR,C,14.3
BP54,BP54#1,2035,POGR,C,14.3
BP54,BP54#1,2503,POGR,C,14.4
BP54,BP54#1,3263,POGR,C,14.4
BP54,BP54#1,3297,PIST,O,16.4
BP54,BP54#1,2521,POGR,C,14.5
BP54,BP54#1,3259,POGR,C,14.5
BP54,BP54#1,2016,POGR,C,14.6
BP54,BP54#1,3059,ACRU,O,8.4
BP54,BP54#1,3061,ACRU,O,8.5
BP54,BP54#1,3060,ACRU,C,8.9
BP54,BP54#1,2023,ACRU,O,9.4
BP54,BP54#1,2006,ACRU,O,9.8
BP54,BP54#1,2005,POGR,C,15
BP54,BP54#1,2520,POGR,C,15
BP54,BP54#1,3056,POGR,C,15
BP54,BP54#1,3099,POGR,C,15
BP54,BP54#1,3063,ACRU,C,11.3
BP54,BP54#1,3253,POGR,C,15.2
BP54,BP54#1,3289,POGR,C,15.3
BP54,BP54#1,3062,ACRU,C,15.4
BP54,BP54#1,3074,POGR,C,15.8
BP54,BP54#1,2014,POGR,C,15.9
BP54,BP54#1,2011,POGR,C,16.2
BP54,BP54#1,3335,POGR,C,16.3
BP54,BP54#1,3286,POGR,C,16.4
BP54,BP54#1,3258,POGR,C,16.7
BP54,BP54#1,2015,POGR,C,16.8
BP54,BP54#1,3084,POGR,C,16.8
BP54,BP54#1,3088,POGR,C,17.2
BP54,BP54#1,2025,PIST,O,21.8
BP54,BP54#1,3260,POGR,C,17.3
BP54,BP54#1,NEW_BP54#1_1,POGR,,17.6
BP54,BP54#1,3081,POGR,C,17.6
BP54,BP54#1,2017,POGR,C,18.2
BP54,BP54#1,3298,QURU,O,9.3
BP54,BP54#1,3285,POGR,C,18.3
BP54,BP54#1,3283,POGR,C,18.6
BP54,BP54#1,3092,QURU,O,10.7
BP54,BP54#1,2502,QURU,C,11.8
BP54,BP54#1,3078,QURU,C,11.8
BP54,BP54#1,3089,POGR,C,19.2
BP54,BP54#1,2047,PIST,O,24.2
BP54,BP54#1,2514,QURU,C,13
BP54,BP54#1,3280,QURU,C,15
BP54,BP54#1,2512,QURU,C,15.4
BP54,BP54#1,3094,QURU,C,15.5
BP54,BP54#1,2506,QURU,C,16.6
BP54,BP54#1,2504,QURU,C,17.7
BP54,BP54#1,3300,QURU,C,17.8
BP54,BP54#1,2507,QURU,C,19
BP54,BP54#1,2505,QURU,C,20.1
BP54,BP54#1,2508,QURU,C,20.3
BP54,BP54#1,2028,QURU,C,20.4
BP54,BP54#1,2018,QURU,C,23.2
BP54,BP54#1,3282,QURU,C,23.9
BP54,BP54#1,2501,QURU,C,24.3
BP54,BP54#1,3279,POGR,C,25.6
BP54,BP54#1,3272,POGR,C,29.7
BP54,BP54#1,3068,QURU,C,31.3
BP54,BP54#1,3067,QURU,C,31.6
BP54,BP54#1,3255,PIST,C,30.9
BP54,BP54#1,2029,QURU,C,32.7
BP54,BP54#1,3082,POGR,O,8
BP54,BP54#1,3293,POGR,O,8
BP54,BP54#1,3057,POGR,C,9.1
BP54,BP54#1,3348,POGR,O,9.1
BP54,BP54#1,3085,POGR,O,9.3
BP54,BP54#1,3249,POGR,C,9.4
BP54,BP54#1,3346,POGR,O,9.6
BP54,BP54#1,2515,POGR,C,9.7
BP54,BP54#1,3288,POGR,O,9.7
BP54,BP54#1,3246,POGR,C,10.2
BP54,BP54#1,3287,POGR,O,10.2
BP54,BP54#1,2030,POGR,C,10.4
BP54,BP54#1,3070,POGR,C,10.4
BP54,BP54#1,3251,POGR,O,10.4
BP54,BP54#1,3296,POGR,C,10.7
BP54,BP54#1,2517,POGR,C,10.9
BP54,BP54#1,3083,POGR,C,10.9
BP54,BP54#1,2511,POGR,C,11.1
BP54,BP54#1,3093,POGR,C,11.1
BP54,BP54#1,3095,POGR,C,11.1
BP54,BP54#1,3274,POGR,C,11.1
BP54,BP54#1,3098,POGR,C,11.2
BP54,BP54#1,2008,POGR,C,11.5
BP54,BP54#1,3080,POGR,C,11.7
BP54,BP54#1,3066,POGR,C,11.8
BP54,BP54#1,3075,POGR,C,11.8
BP54,BP54#1,3273,POGR,O,11.8
BP54,BP54#1,3097,POGR,C,11.9
BP54,BP54#1,3090,POGR,C,12
BP54,BP54#1,3277,POGR,C,12
BP54,BP54#2,3027,POGR,C,12.3
BP54,BP54#2,3028,POGR,C,12.4
BP54,BP54#2,3035,POGR,C,12.5
BP54,BP54#2,3213,POGR,C,12.6
BP54,BP54#2,3237,PIST,O,8
BP54,BP54#2,3013,PIST,O,8.7
BP54,BP54#2,3018,PIST,O,10.5
BP54,BP54#2,3020,POGR,C,13.2
BP54,BP54#2,3219,POGR,C,13.3
BP54,BP54#2,3191,PIST,O,12.1
BP54,BP54#2,3196,PIST,O,12.4
BP54,BP54#2,3021,PIST,O,12.5
BP54,BP54#2,3188,POGR,C,13.4
BP54,BP54#2,3220,PIST,O,13.4
BP54,BP54#2,3193,POGR,C,13.7
BP54,BP54#2,3208,POGR,C,14.1
BP54,BP54#2,3244,POGR,C,14.4
BP54,BP54#2,3170,PIST,O,16.8
BP54,BP54#2,3240,ACRU,O,7.5
BP54,BP54#2,3176,ACRU,O,8
BP54,BP54#2,3225,ACRU,O,8
BP54,BP54#2,NEW_BP54#2_1,ACRU,,8.1
BP54,BP54#2,3224,ACRU,O,8.4
BP54,BP54#2,3033,ACRU,O,8.5
BP54,BP54#2,3238,ACRU,O,8.6
BP54,BP54#2,3040,ACRU,O,9
BP54,BP54#2,3177,ACRU,O,9.1
BP54,BP54#2,3175,ACRU,O,9.5
BP54,BP54#2,3239,ACRU,O,10
BP54,BP54#2,3241,ACRU,O,10.5
BP54,BP54#2,3178,ACRU,O,10.7
BP54,BP54#2,3205,ACRU,O,10.8
BP54,BP54#2,3235,POGR,C,15.1
BP54,BP54#2,3014,ACRU,C,11.6
BP54,BP54#2,3209,POGR,C,15.2
BP54,BP54#2,3010,POGR,C,15.3
BP54,BP54#2,3189,POGR,C,15.4
BP54,BP54#2,3032,ACRU,C,13.5
BP54,BP54#2,3190,POGR,C,15.5
BP54,BP54#2,3221,POGR,C,15.9
BP54,BP54#2,3192,POGR,C,16.2
BP54,BP54#2,3019,POGR,C,16.3
BP54,BP54#2,3217,POGR,C,16.5
BP54,BP54#2,3222,POGR,C,17
BP54,BP54#2,3047,POGR,C,17.5
BP54,BP54#2,3179,QURU,C,10.1
BP54,BP54#2,3169,QURU,C,11.5
BP54,BP54#2,3216,POGR,C,19.1
BP54,BP54#2,3233,POGR,C,19.2
BP54,BP54#2,3230,QURU,C,12.2
BP54,BP54#2,3229,POGR,C,19.8
BP54,BP54#2,3212,QURU,C,13.7
BP54,BP54#2,3210,QURU,C,14
BP54,BP54#2,3011,QURU,C,14.1
BP54,BP54#2,3202,QURU,C,14.1
BP54,BP54#2,3234,POGR,C,20.6
BP54,BP54#2,3245,POGR,C,20.8
BP54,BP54#2,3049,QURU,C,16.6
BP54,BP54#2,3194,QURU,C,17
BP54,BP54#2,3044,QURU,C,17.3
BP54,BP54#2,3182,QURU,C,17.4
BP54,BP54#2,3203,QURU,C,17.4
BP54,BP54#2,3201,QURU,C,17.6
BP54,BP54#2,3214,POGR,C,21.6
BP54,BP54#2,3042,QURU,C,18.2
BP54,BP54#2,3211,QURU,C,18.7
BP54,BP54#2,3183,QURU,C,19
BP54,BP54#2,3054,QURU,C,19.2
BP54,BP54#2,3017,QURU,C,19.4
BP54,BP54#2,3052,QURU,C,19.4
BP54,BP54#2,3037,QURU,C,19.6
BP54,BP54#2,3206,QURU,C,20.6
BP54,BP54#2,3055,QURU,C,20.7
BP54,BP54#2,3232,POGR,C,23.2
BP54,BP54#2,3181,QURU,C,20.8
BP54,BP54#2,3036,QURU,C,21
BP54,BP54#2,3180,QURU,C,21
BP54,BP54#2,3242,QURU,C,21.3
BP54,BP54#2,3024,QURU,C,21.5
BP54,BP54#2,3051,QURU,C,21.5
BP54,BP54#2,3012,QURU,C,21.6
BP54,BP54#2,3022,QURU,C,21.8
BP54,BP54#2,3204,QURU,C,21.8
BP54,BP54#2,3231,POGR,C,23.9
BP54,BP54#2,3031,QURU,C,22.9
BP54,BP54#2,3207,QURU,C,23.5
BP54,BP54#2,3043,QURU,C,23.6
BP54,BP54#2,3016,QURU,C,23.8
BP54,BP54#2,3053,QURU,C,24
BP54,BP54#2,3039,QURU,C,24.4
BP54,BP54#2,3184,QURU,C,24.9
BP54,BP54#2,3186,QURU,C,25.1
BP54,BP54#2,3185,QURU,C,26.6
BP54,BP54#2,3243,QURU,C,26.7
BP54,BP54#2,3048,QURU,C,28.3
BP54,BP54#2,3218,POGR,C,8.6
BP54,BP54#2,3187,POGR,C,10.2
BP54,BP54#2,3050,POGR,O,10.3
BP54,BP54#2,3223,POGR,C,10.3
BP54,BP54#2,3226,POGR,C,10.4
BP54,BP54#2,3228,POGR,C,10.4
BP54,BP54#2,3046,POGR,C,10.5
BP54,BP54#2,3173,POGR,C,10.6
BP54,BP54#2,3029,POGR,C,10.8
BP54,BP54#2,3030,POGR,C,11.1
BP54,BP54#2,3174,POGR,C,11.1
BP80,BP80#1,3114,PIST,O,12
BP80,BP80#1,1027.5,POGR,C,8
BP80,BP80#1,1138.5,POGR,C,8
BP80,BP80#1,NEW_BP80#1_3,POGR,,8
BP80,BP80#1,NEW_BP80#1_5,POGR,,8.1
BP80,BP80#1,NEW_BP80#1_6,POGR,,8.2
BP80,BP80#1,3314,POGR,C,8.2
BP80,BP80#1,4363,POGR,O,8.2
BP80,BP80#1,1188.5,POGR,C,8.3
BP80,BP80#1,NEW_BP80#1_1,POGR,,8.4
BP80,BP80#1,3909,POGR,O,8.4
BP80,BP80#1,3915,POGR,O,8.4
BP80,BP80#1,1089.5,POGR,C,8.5
BP80,BP80#1,NEW_BP80#1_7,POGR,,8.5
BP80,BP80#1,2924,POGR,C,8.5
BP80,BP80#1,3307,POGR,C,8.5
BP80,BP80#1,1410.5,POGR,C,8.6
BP80,BP80#1,NEW_BP80#1_8,POGR,,8.6
BP80,BP80#1,4356,POGR,C,8.6
BP80,BP80#1,NEW_BP80#1_2,POGR,,8.7
BP80,BP80#1,4362,POGR,C,8.7
BP80,BP80#1,4374,POGR,C,8.8
BP80,BP80#1,1249.5,POGR,C,8.9
BP80,BP80#1,1539.5,POGR,C,8.9
BP80,BP80#1,2799,POGR,C,8.9
BP80,BP80#1,1028.5,POGR,C,9
BP80,BP80#1,1427.5,POGR,C,9
BP80,BP80#1,3110,POGR,C,9
BP80,BP80#1,4370,POGR,O,9
BP80,BP80#1,1411.5,POGR,C,9.1
BP80,BP80#1,3115,POGR,C,9.1
BP80,BP80#1,3118,POGR,C,9.2
BP80,BP80#1,4372,POGR,C,9.2
BP80,BP80#1,4400,POGR,O,9.2
BP80,BP80#1,1363.5,POGR,C,9.3
BP80,BP80#1,1425.5,POGR,C,9.4
BP80,BP80#1,3112,POGR,C,9.4
BP80,BP80#1,3116,POGR,C,9.5
BP80,BP80#1,4389,POGR,C,9.5
BP80,BP80#1,1412.5,POGR,C,9.6
BP80,BP80#1,3125,POGR,C,9.6
BP80,BP80#1,3197,POGR,C,9.6
BP80,BP80#1,1313.5,POGR,C,9.7
BP80,BP80#1,1428.5,POGR,C,9.7
BP80,BP80#1,2798,POGR,C,9.8
BP80,BP80#1,3105,POGR,C,9.8
BP80,BP80#1,3119,POGR,C,9.8
BP80,BP80#1,3302,POGR,C,9.8
BP80,BP80#1,4336,POGR,C,9.8
BP80,BP80#1,4376,POGR,C,9.8
BP80,BP80#1,NEW_BP80#1_4,ACRU,,8.3
BP80,BP80#1,1266.5,POGR,C,9.9
BP80,BP80#1,3907,POGR,C,9.9
BP80,BP80#1,4357,POGR,C,9.9
BP80,BP80#1,1043.5,POGR,C,10
BP80,BP80#1,2906,POGR,C,10
BP80,BP80#1,2910,POGR,C,10
BP80,BP80#1,1203.5,POGR,C,10.1
BP80,BP80#1,2907,POGR,C,10.1
BP80,BP80#1,4367,ACRU,O,9.4
BP80,BP80#1,1316.5,ACRU,C,9.5
BP80,BP80#1,1026.5,POGR,C,10.2
BP80,BP80#1,1268.5,POGR,C,10.2
BP80,BP80#1,1476.5,POGR,C,10.2
BP80,BP80#1,4361,POGR,C,10.2
BP80,BP80#1,3315,ACRU,C,9.8
BP80,BP80#1,4369,ACRU,O,9.8
BP80,BP80#1,3120,ACRU,C,9.9
BP80,BP80#1,3890,ACRU,C,9.9
BP80,BP80#1,1201.5,POGR,C,10.3
BP80,BP80#1,1362.5,POGR,C,10.3
BP80,BP80#1,1202.5,POGR,C,10.4
BP80,BP80#1,3198,POGR,C,10.4
BP80,BP80#1,4373,POGR,C,10.4
BP80,BP80#1,4382,POGR,C,10.4
BP80,BP80#1,1091.5,POGR,C,10.5
BP80,BP80#1,3127,POGR,C,10.5
BP80,BP80#1,3902,POGR,C,10.5
BP80,BP80#1,3914,POGR,C,10.5
BP80,BP80#1,3121,ACRU,C,11.4
BP80,BP80#1,1491.5,POGR,C,10.6
BP80,BP80#1,1345.5,POGR,C,10.7
BP80,BP80#1,2903,POGR,C,10.7
BP80,BP80#1,3309,POGR,C,10.7
BP80,BP80#1,1140.5,POGR,C,10.9
BP80,BP80#1,1489.5,POGR,C,10.9
BP80,BP80#1,2922,POGR,C,10.9
BP80,BP80#1,4398,POGR,C,10.9
BP80,BP80#1,1123.5,POGR,C,11
BP80,BP80#1,1137.5,POGR,C,11.3
BP80,BP80#1,3304,POGR,C,11.3
BP80,BP80#1,1315.5,POGR,C,11.4
BP80,BP80#1,1364.5,POGR,C,11.4
BP80,BP80#1,3000,POGR,C,11.5
BP80,BP80#1,4371,POGR,C,11.5
BP80,BP80#1,1121.5,POGR,C,11.6
BP80,BP80#1,1475.5,POGR,C,11.6
BP80,BP80#1,3301,POGR,C,11.6
BP80,BP80#1,3901,POGR,C,11.6
BP80,BP80#1,4358,POGR,C,11.6
BP80,BP80#1,1044.5,POGR,C,11.7
BP80,BP80#1,1474.5,POGR,C,11.7
BP80,BP80#1,3109,POGR,C,11.7
BP80,BP80#1,3305,POGR,C,11.7
BP80,BP80#1,3311,POGR,C,11.7
BP80,BP80#1,4380,POGR,C,11.7
BP80,BP80#1,1185.5,POGR,C,11.8
BP80,BP80#1,2918,POGR,C,11.8
BP80,BP80#1,3123,POGR,C,11.8
BP80,BP80#1,3916,POGR,C,11.8
BP80,BP80#1,2913,POGR,C,11.9
BP80,BP80#1,1139.5,POGR,C,12
BP80,BP80#1,3200,POGR,C,12
BP80,BP80#1,1251.5,POGR,C,12.2
BP80,BP80#1,1267.5,POGR,C,12.2
BP80,BP80#1,1361.5,POGR,C,12.2
BP80,BP80#1,1409.5,POGR,C,12.2
BP80,BP80#1,4359,POGR,C,12.2
BP80,BP80#1,4365,POGR,C,12.2
BP80,BP80#1,1186.5,POGR,C,12.3
BP80,BP80#1,1250.5,POGR,C,12.3
BP80,BP80#1,1538.5,POGR,C,12.3
BP80,BP80#1,2965,POGR,C,12.3
BP80,BP80#1,3903,POGR,C,12.3
BP80,BP80#1,1314.5,POGR,C,12.4
BP80,BP80#1,2919,POGR,C,12.4
BP80,BP80#1,1092.5,POGR,C,12.5
BP80,BP80#1,1122.5,POGR,C,12.5
BP80,BP80#1,1346.5,POGR,C,12.5
BP80,BP80#1,3303,POGR,C,12.5
BP80,BP80#1,1537.5,POGR,C,12.6
BP80,BP80#1,3104,POGR,C,12.6
BP80,BP80#1,3111,POGR,C,12.6
BP80,BP80#1,1187.5,POGR,C,12.8
BP80,BP80#1,2962,POGR,C,12.9
BP80,BP80#1,3313,POGR,C,13
BP80,BP80#1,1426.5,POGR,C,13.2
BP80,BP80#1,1473.5,POGR,C,13.2
BP80,BP80#1,2920,POGR,C,13.2
BP80,BP80#1,3906,POGR,C,13.2
BP80,BP80#1,4387,POGR,C,13.2
BP80,BP80#1,2923,POGR,C,13.3
BP80,BP80#1,3917,POGR,C,13.3
BP80,BP80#1,1124.5,POGR,C,13.4
BP80,BP80#1,3103,POGR,C,13.4
BP80,BP80#1,3910,POGR,C,13.4
BP80,BP80#1,1540.5,POGR,C,13.5
BP80,BP80#1,2980,POGR,C,13.5
BP80,BP80#1,3310,POGR,C,13.5
BP80,BP80#1,3199,POGR,C,13.6
BP80,BP80#1,1490.5,POGR,C,13.7
BP80,BP80#1,4397,POGR,C,13.7
BP80,BP80#1,2905,POGR,C,13.8
BP80,BP80#1,1042.5,POGR,C,13.9
BP80,BP80#1,1252.5,POGR,C,14.1
BP80,BP80#1,2912,POGR,C,14.1
BP80,BP80#1,2916,POGR,C,14.3
BP80,BP80#1,3913,POGR,C,14.3
BP80,BP80#1,4366,POGR,C,14.3
BP80,BP80#1,1347.5,POGR,C,14.5
BP80,BP80#1,1025.5,POGR,C,14.6
BP80,BP80#1,1492.5,POGR,C,14.6
BP80,BP80#1,3106,POGR,C,14.8
BP80,BP80#1,3108,POGR,C,14.8
BP80,BP80#1,4368,POGR,C,15.2
BP80,BP80#1,3312,QURU,O,9.2
BP80,BP80#1,4360,POGR,C,15.3
BP80,BP80#1,3101,QURU,C,9.9
BP80,BP80#1,3102,QURU,C,9.9
BP80,BP80#1,4364,QURU,O,9.9
BP80,BP80#1,2915,POGR,C,15.7
BP80,BP80#1,1090.5,QURU,O,10.1
BP80,BP80#1,4399,POGR,C,15.8
BP80,BP80#1,3117,POGR,D,16
BP80,BP80#1,1041.5,POGR,C,16.1
BP80,BP80#1,3905,POGR,C,16.1
BP80,BP80#1,4375,POGR,C,16.3
BP80,BP80#1,1265.5,POGR,C,16.4
BP80,BP80#1,3129,POGR,C,16.4
BP80,BP80#1,3308,POGR,C,16.5
BP80,BP80#1,3130,POGR,C,16.8
BP80,BP80#1,3912,POGR,C,16.8
BP80,BP80#1,3113,POGR,C,16.9
BP80,BP80#1,3107,QURU,C,13.2
BP80,BP80#1,1348.5,POGR,C,17.6
BP80,BP80#1,1204.5,POGR,C,17.8
BP80,BP80#1,3124,POGR,D,18.1
BP80,BP80#1,3128,QURU,C,15.2
BP80,BP80#2,NEW_BP80#2_11,PIST,,8.5
BP80,BP80#2,NEW_BP80#2_10,PIST,,8.7
BP80,BP80#2,NEW_BP80#2_12,PIST,,8.7
BP80,BP80#2,NEW_BP80#2_3,PIST,,8.8
BP80,BP80#2,NEW_BP80#2_13,PIST,,9.1
BP80,BP80#2,3415,PIST,O,9.3
BP80,BP80#2,3885,PIST,O,9.3
BP80,BP80#2,3981,PIST,O,10.8
BP80,BP80#2,NEW_BP80#2_14,POGR,,8
BP80,BP80#2,NEW_BP80#2_2,POGR,,8
BP80,BP80#2,NEW_BP80#2_4,POGR,,8
BP80,BP80#2,NEW_BP80#2_7,POGR,,8
BP80,BP80#2,NEW_BP80#2_8,POGR,,8
BP80,BP80#2,3542,POGR,C,8
BP80,BP80#2,3416,POGR,O,8.1
BP80,BP80#2,3439,POGR,O,8.1
BP80,BP80#2,NEW_BP80#2_1,POGR,,8.2
BP80,BP80#2,NEW_BP80#2_6,POGR,,8.2
BP80,BP80#2,3526,POGR,C,8.2
BP80,BP80#2,NEW_BP80#2_5,POGR,,8.3
BP80,BP80#2,NEW_BP80#2_9,POGR,,8.3
BP80,BP80#2,3874,POGR,O,8.4
BP80,BP80#2,3506,POGR,C,8.5
BP80,BP80#2,3527,POGR,C,8.5
BP80,BP80#2,3537,POGR,C,8.5
BP80,BP80#2,3882,POGR,C,8.6
BP80,BP80#2,3519,POGR,O,8.7
BP80,BP80#2,3522,POGR,C,8.8
BP80,BP80#2,3535,POGR,C,8.8
BP80,BP80#2,3992,POGR,C,8.8
BP80,BP80#2,3995,POGR,C,8.9
BP80,BP80#2,3514,POGR,C,9
BP80,BP80#2,3539,POGR,C,9
BP80,BP80#2,3518,POGR,C,9.1
BP80,BP80#2,3533,POGR,C,9.1
BP80,BP80#2,3545,POGR,C,9.1
BP80,BP80#2,3989,POGR,C,9.2
BP80,BP80#2,2806,POGR,C,9.3
BP80,BP80#2,3531,POGR,C,9.3
BP80,BP80#2,3534,POGR,C,9.3
BP80,BP80#2,3540,POGR,C,9.3
BP80,BP80#2,3881,POGR,O,9.4
BP80,BP80#2,3987,POGR,C,9.4
BP80,BP80#2,3541,POGR,C,9.5
BP80,BP80#2,3430,POGR,O,9.6
BP80,BP80#2,3883,POGR,C,9.6
BP80,BP80#2,3998,POGR,C,9.6
BP80,BP80#2,NEW_BP80#2_15,POGR,,9.7
BP80,BP80#2,3511,POGR,C,9.7
BP80,BP80#2,3517,POGR,C,9.8
BP80,BP80#2,3985,POGR,C,9.9
BP80,BP80#2,3508,POGR,C,10
BP80,BP80#2,3536,ACRU,C,9.1
BP80,BP80#2,3419,POGR,C,10.1
BP80,BP80#2,3422,POGR,C,10.1
BP80,BP80#2,3524,POGR,C,10.2
BP80,BP80#2,3979,POGR,C,10.2
BP80,BP80#2,3977,ACRU,C,9.8
BP80,BP80#2,3980,POGR,C,10.3
BP80,BP80#2,3976,ACRU,C,10.3
BP80,BP80#2,3423,POGR,C,10.4
BP80,BP80#2,2802,POGR,C,10.5
BP80,BP80#2,3895,POGR,C,10.6
BP80,BP80#2,3523,POGR,C,10.7
BP80,BP80#2,3990,POGR,C,10.7
BP80,BP80#2,3873,POGR,C,10.9
BP80,BP80#2,3887,POGR,O,10.9
BP80,BP80#2,3888,POGR,C,10.9
BP80,BP80#2,3994,POGR,C,10.9
BP80,BP80#2,3510,POGR,C,11
BP80,BP80#2,3546,POGR,C,11
BP80,BP80#2,3547,POGR,C,11
BP80,BP80#2,2804,POGR,C,11.1
BP80,BP80#2,3433,POGR,C,11.1
BP80,BP80#2,3438,POGR,C,11.2
BP80,BP80#2,3525,POGR,C,11.2
BP80,BP80#2,3544,POGR,C,11.2
BP80,BP80#2,3529,POGR,C,11.3
BP80,BP80#2,3538,POGR,C,11.4
BP80,BP80#2,3880,POGR,C,11.4
BP80,BP80#2,2801,POGR,C,11.5
BP80,BP80#2,3509,POGR,C,11.5
BP80,BP80#2,3520,POGR,C,11.5
BP80,BP80#2,3530,POGR,C,11.6
BP80,BP80#2,4000,POGR,C,11.6
BP80,BP80#2,3428,POGR,C,11.7
BP80,BP80#2,3528,POGR,C,11.7
BP80,BP80#2,3515,POGR,C,11.9
BP80,BP80#2,3532,POGR,C,11.9
BP80,BP80#2,3988,POGR,C,12
BP80,BP80#2,2803,POGR,C,12.1
BP80,BP80#2,3429,POGR,C,12.2
BP80,BP80#2,3516,POGR,C,12.2
BP80,BP80#2,3896,POGR,C,12.2
BP80,BP80#2,3878,POGR,C,12.4
BP80,BP80#2,3986,POGR,C,12.6
BP80,BP80#2,3983,POGR,C,12.7
BP80,BP80#2,3993,POGR,C,12.8
BP80,BP80#2,2805,POGR,C,12.9
BP80,BP80#2,3505,POGR,C,13
BP80,BP80#2,3513,POGR,C,13
BP80,BP80#2,3549,POGR,C,13
BP80,BP80#2,3996,POGR,C,13.1
BP80,BP80#2,3431,POGR,C,13.2
BP80,BP80#2,3872,POGR,C,13.2
BP80,BP80#2,3437,POGR,C,13.3
BP80,BP80#2,3441,POGR,C,13.3
BP80,BP80#2,3512,POGR,C,13.3
BP80,BP80#2,3421,POGR,C,13.5
BP80,BP80#2,3879,POGR,C,13.5
BP80,BP80#2,3417,POGR,C,13.7
BP80,BP80#2,3427,POGR,C,13.7
BP80,BP80#2,3507,POGR,C,13.7
BP80,BP80#2,3899,POGR,C,13.8
BP80,BP80#2,3424,POGR,C,13.9
BP80,BP80#2,3440,POGR,C,13.9
BP80,BP80#2,3900,POGR,C,13.9
BP80,BP80#2,3548,POGR,C,14.1
BP80,BP80#2,3877,POGR,C,14.1
BP80,BP80#2,3991,POGR,C,14.1
BP80,BP80#2,3870,POGR,C,14.2
BP80,BP80#2,3414,POGR,C,14.4
BP80,BP80#2,3420,POGR,C,14.4
BP80,BP80#2,3984,POGR,C,14.4
BP80,BP80#2,3543,POGR,C,14.6
BP80,BP80#2,3897,POGR,C,14.7
BP80,BP80#2,3418,POGR,C,14.9
BP80,BP80#2,3434,POGR,C,15.2
BP80,BP80#2,3898,POGR,C,15.2
BP80,BP80#2,3425,POGR,C,15.3
BP80,BP80#2,3871,POGR,C,15.5
BP80,BP80#2,3432,POGR,C,15.7
BP80,BP80#2,3876,QURU,C,10.3
BP80,BP80#2,3435,POGR,C,15.9
BP80,BP80#2,3889,POGR,C,16
BP80,BP80#2,3975,POGR,C,16
BP80,BP80#2,3894,POGR,C,16.1
BP80,BP80#2,3978,POGR,C,16.1
BP80,BP80#2,3893,POGR,C,16.5
BP80,BP80#2,3886,POGR,C,16.9
BP80,BP80#2,3875,QURU,C,12.5
BP80,BP80#2,3884,QURU,C,16
BP80,BP80#2,3521,QURU,D,18.6
BP80,BP80#3,3365,POGR,O,7.6
BP80,BP80#3,3369,POGR,C,8
BP80,BP80#3,3818,POGR,C,8.1
BP80,BP80#3,3850,POGR,C,8.2
BP80,BP80#3,NEW_BP80#3_1,POGR,C,8.3
BP80,BP80#3,3374,POGR,O,8.4
BP80,BP80#3,3390,POGR,O,8.4
BP80,BP80#3,3836,POGR,O,8.6
BP80,BP80#3,3851,POGR,C,8.6
BP80,BP80#3,3389,POGR,O,8.7
BP80,BP80#3,3805,POGR,C,8.8
BP80,BP80#3,3892,POGR,C,8.8
BP80,BP80#3,3381,POGR,C,8.9
BP80,BP80#3,3325,POGR,O,9
BP80,BP80#3,3393,POGR,O,9
BP80,BP80#3,3831,POGR,O,9
BP80,BP80#3,3334,POGR,O,9.1
BP80,BP80#3,3822,POGR,C,9.2
BP80,BP80#3,3337,POGR,C,9.3
BP80,BP80#3,3835,POGR,C,9.3
BP80,BP80#3,3843,POGR,C,9.3
BP80,BP80#3,3865,POGR,C,9.3
BP80,BP80#3,3856,POGR,C,9.4
BP80,BP80#3,3801,POGR,C,9.5
BP80,BP80#3,3866,POGR,C,9.5
BP80,BP80#3,3857,POGR,C,9.6
BP80,BP80#3,3331,POGR,C,9.7
BP80,BP80#3,3821,POGR,C,9.7
BP80,BP80#3,3823,POGR,C,9.7
BP80,BP80#3,3829,POGR,C,9.7
BP80,BP80#3,3864,POGR,C,9.7
BP80,BP80#3,3396,POGR,O,9.8
BP80,BP80#3,3410,ACRU,C,8
BP80,BP80#3,3330,POGR,C,9.9
BP80,BP80#3,3363,ACRU,C,8.5
BP80,BP80#3,3336,POGR,C,10
BP80,BP80#3,3401,POGR,C,10
BP80,BP80#3,3324,ACRU,C,9.1
BP80,BP80#3,3368,ACRU,C,9.2
BP80,BP80#3,3802,ACRU,O,9.3
BP80,BP80#3,3826,POGR,C,10.1
BP80,BP80#3,3862.5,POGR,C,10.1
BP80,BP80#3,3373,ACRU,C,9.4
BP80,BP80#3,3351,ACRU,C,9.7
BP80,BP80#3,3406,ACRU,C,9.9
BP80,BP80#3,3407,ACRU,C,10
BP80,BP80#3,3320,POGR,C,10.3
BP80,BP80#3,3828,POGR,C,10.3
BP80,BP80#3,3860,POGR,C,10.3
BP80,BP80#3,3361,POGR,C,10.4
BP80,BP80#3,3832,POGR,C,10.4
BP80,BP80#3,3817,POGR,C,10.5
BP80,BP80#3,3816,POGR,C,10.6
BP80,BP80#3,3131,POGR,C,10.8
BP80,BP80#3,3359,POGR,C,10.8
BP80,BP80#3,3370,POGR,C,10.8
BP80,BP80#3,3362,POGR,C,10.9
BP80,BP80#3,3833,POGR,C,10.9
BP80,BP80#3,3868,POGR,C,10.9
BP80,BP80#3,3372,POGR,C,11
BP80,BP80#3,3378,POGR,C,11
BP80,BP80#3,3339,POGR,C,11.2
